%vehicle;startx;starty;starttime;endx;endy;endtime;box;operation
Vehicle2;1030;100;71002;1030;100;71004;B417;PL_RELOC
Vehicle2;1030;100;71004;1030;100;71006;B418;PL_RELOC
Vehicle2;1030;100;71006;520;100;71518;B413;PU
Vehicle0;250;100;71070;250;100;71072;B148;PU
Vehicle0;250;100;71072;250;100;71074;B147;PU
Vehicle0;250;100;71074;250;100;71076;B146;PU
Vehicle0;250;100;71076;0;100;71328;B146;PL
Vehicle0;0;100;71328;250;100;71580;B145;PU
Vehicle1;660;100;71392;660;100;71394;B556;PU
Vehicle1;660;100;71394;0;100;72056;B556;PL
Vehicle2;520;100;71518;520;100;71520;B412;PU
Vehicle2;520;100;71520;0;100;72042;B412;PL
Vehicle0;250;100;71580;250;100;71582;B144;PU
Vehicle0;250;100;71582;280;100;71614;B144;PL_RELOC
Vehicle0;280;100;71614;280;100;71616;B145;PL_RELOC
Vehicle0;280;100;71616;280;100;71618;B147;PL_RELOC
Vehicle0;280;100;71618;280;100;71620;B148;PL_RELOC
Vehicle0;280;100;71620;280;100;71622;B149;PL_RELOC
Vehicle0;280;100;71622;250;100;71654;B143;PU
Vehicle0;250;100;71654;250;100;71656;B142;PU
Vehicle0;250;100;71656;250;100;71658;B141;PU
Vehicle0;250;100;71658;250;100;71660;B140;PU
Vehicle0;250;100;71660;0;100;71912;B140;PL
Vehicle0;0;100;71912;380;100;72294;B279;PU
Vehicle2;0;100;72042;520;100;72564;B411;PU
Vehicle1;0;100;72056;660;100;72718;B555;PU
Vehicle0;380;100;72294;380;100;72296;B278;PU
Vehicle0;380;100;72296;0;100;72678;B278;PL
Vehicle2;520;100;72564;0;100;73086;B411;PL
Vehicle0;0;100;72678;380;100;73060;B277;PU
Vehicle1;660;100;72718;730;100;72790;B555;PL_RELOC
Vehicle1;730;100;72790;730;100;72792;B557;PL_RELOC
Vehicle1;730;100;72792;730;100;72794;B506;PL_RELOC
Vehicle1;730;100;72794;730;100;72796;B508;PL_RELOC
Vehicle1;730;100;72796;730;100;72798;B452;PL_RELOC
Vehicle1;730;100;72798;660;100;72870;B554;PU
Vehicle1;660;100;72870;660;100;72872;B553;PU
Vehicle1;660;100;72872;660;100;72874;B552;PU
Vehicle1;660;100;72874;660;100;72876;B551;PU
Vehicle1;660;100;72876;660;100;72878;B550;PU
Vehicle1;660;100;72878;0;100;73540;B550;PL
Vehicle0;380;100;73060;280;100;73162;B277;PL_RELOC
Vehicle2;0;100;73086;590;100;73678;B489;PU
Vehicle0;280;100;73162;280;100;73164;B279;PL_RELOC
Vehicle0;280;100;73164;280;100;73166;B141;PL_RELOC
Vehicle0;280;100;73166;280;100;73168;B142;PL_RELOC
Vehicle0;280;100;73168;280;100;73170;B143;PL_RELOC
Vehicle0;280;100;73170;380;100;73272;B276;PU
Vehicle0;380;100;73272;380;100;73274;B275;PU
Vehicle0;380;100;73274;380;100;73276;B274;PU
Vehicle0;380;100;73276;0;100;73658;B274;PL
Vehicle1;0;100;73540;790;100;74332;B689;PU
Vehicle0;0;100;73658;470;100;74130;B369;PU
Vehicle2;590;100;73678;590;100;73680;B488;PU
Vehicle2;590;100;73680;590;100;73682;B487;PU
Vehicle2;590;100;73682;590;100;73684;B486;PU
Vehicle2;590;100;73684;0;100;74276;B486;PL
Vehicle0;470;100;74130;470;100;74132;B368;PU
Vehicle0;470;100;74132;470;100;74134;B367;PU
Vehicle0;470;100;74134;280;100;74326;B367;PL_RELOC
Vehicle2;0;100;74276;590;100;74868;B485;PU
Vehicle0;280;100;74326;280;100;74328;B368;PL_RELOC
Vehicle0;280;100;74328;280;100;74330;B369;PL_RELOC
Vehicle0;280;100;74330;280;100;74332;B275;PL_RELOC
Vehicle0;280;100;74332;470;100;74524;B366;PU
Vehicle1;790;100;74332;230;100;74894;B689;PL_RELOC
Vehicle0;470;100;74524;470;100;74526;B365;PU
Vehicle0;470;100;74526;470;100;74528;B364;PU
Vehicle0;470;100;74528;0;100;75000;B364;PL
Vehicle2;590;100;74868;1030;100;75310;B485;PL_RELOC
Vehicle1;230;100;74894;230;100;74896;B551;PL_RELOC
Vehicle1;230;100;74896;230;100;74898;B552;PL_RELOC
Vehicle1;230;100;74898;230;100;74900;B553;PL_RELOC
Vehicle1;230;100;74900;230;100;74902;B554;PL_RELOC
Vehicle1;230;100;74902;790;100;75464;B688;PU
Vehicle0;0;100;75000;470;100;75472;B363;PU
Vehicle2;1030;100;75310;1030;100;75312;B487;PL_RELOC
Vehicle2;1030;100;75312;1030;100;75314;B488;PL_RELOC
Vehicle2;1030;100;75314;1030;100;75316;B489;PL_RELOC
Vehicle2;1030;100;75316;1030;100;75318;B413;PL_RELOC
Vehicle2;1030;100;75318;590;100;75760;B484;PU
Vehicle1;790;100;75464;790;100;75466;B687;PU
Vehicle1;790;100;75466;790;100;75468;B686;PU
Vehicle1;790;100;75468;790;100;75470;B685;PU
Vehicle1;790;100;75470;790;100;75472;B684;PU
Vehicle0;470;100;75472;0;100;75944;B363;PL
Vehicle1;790;100;75472;230;100;76034;B684;PL_RELOC
Vehicle2;590;100;75760;590;100;75762;B483;PU
Vehicle2;590;100;75762;0;100;76354;B483;PL
Vehicle0;0;100;75944;540;100;76486;B438;PU
Vehicle1;230;100;76034;230;100;76036;B685;PL_RELOC
Vehicle1;230;100;76036;230;100;76038;B686;PL_RELOC
Vehicle1;230;100;76038;230;100;76040;B687;PL_RELOC
Vehicle1;230;100;76040;230;100;76042;B688;PL_RELOC
Vehicle1;230;100;76042;790;100;76604;B683;PU
Vehicle2;0;100;76354;620;100;76976;B519;PU
Vehicle0;540;100;76486;540;100;76488;B437;PU
Vehicle0;540;100;76488;420;100;76610;B437;PL_RELOC
Vehicle1;790;100;76604;790;100;76606;B682;PU
Vehicle1;790;100;76606;0;100;77398;B682;PL
Vehicle0;420;100;76610;420;100;76612;B438;PL_RELOC
Vehicle0;420;100;76612;420;100;76614;B365;PL_RELOC
Vehicle0;420;100;76614;420;100;76616;B366;PL_RELOC
Vehicle0;420;100;76616;420;100;76618;B276;PL_RELOC
Vehicle0;420;100;76618;540;100;76740;B436;PU
Vehicle0;540;100;76740;540;100;76742;B435;PU
Vehicle0;540;100;76742;540;100;76744;B434;PU
Vehicle0;540;100;76744;0;100;77286;B434;PL
Vehicle2;620;100;76976;620;100;76978;B518;PU
Vehicle2;620;100;76978;0;100;77600;B518;PL
Vehicle0;0;100;77286;540;100;77828;B433;PU
Vehicle1;0;100;77398;790;100;78190;B681;PU
Vehicle2;0;100;77600;620;100;78222;B517;PU
Vehicle0;540;100;77828;540;100;77830;B432;PU
Vehicle0;540;100;77830;540;100;77832;B431;PU
Vehicle0;540;100;77832;0;100;78374;B431;PL
Vehicle1;790;100;78190;790;100;78192;B680;PU
Vehicle1;790;100;78192;0;100;78984;B680;PL
Vehicle2;620;100;78222;620;100;78224;B516;PU
Vehicle2;620;100;78224;620;100;78226;B515;PU
Vehicle2;620;100;78226;1030;100;78638;B515;PL_RELOC
Vehicle0;0;100;78374;600;100;78976;B498;PU
Vehicle2;1030;100;78638;1030;100;78640;B516;PL_RELOC
Vehicle2;1030;100;78640;1030;100;78642;B517;PL_RELOC
Vehicle2;1030;100;78642;1030;100;78644;B519;PL_RELOC
Vehicle2;1030;100;78644;1030;100;78646;B484;PL_RELOC
Vehicle2;1030;100;78646;620;100;79058;B514;PU
Vehicle0;600;100;78976;420;100;79158;B498;PL_RELOC
Vehicle1;0;100;78984;910;100;79896;B809;PU
Vehicle2;620;100;79058;0;100;79680;B514;PL
Vehicle0;420;100;79158;420;100;79160;B432;PL_RELOC
Vehicle0;420;100;79160;420;100;79162;B433;PL_RELOC
Vehicle0;420;100;79162;420;100;79164;B435;PL_RELOC
Vehicle0;420;100;79164;420;100;79166;B436;PL_RELOC
Vehicle0;420;100;79166;600;100;79348;B497;PU
Vehicle0;600;100;79348;600;100;79350;B496;PU
Vehicle0;600;100;79350;600;100;79352;B495;PU
Vehicle0;600;100;79352;600;100;79354;B494;PU
Vehicle0;600;100;79354;600;100;79356;B493;PU
Vehicle0;600;100;79356;0;100;79958;B493;PL
Vehicle2;0;100;79680;670;100;80352;B568;PU
Vehicle1;910;100;79896;910;100;79898;B808;PU
Vehicle1;910;100;79898;910;100;79900;B807;PU
Vehicle1;910;100;79900;230;100;80582;B807;PL_RELOC
Vehicle0;0;100;79958;600;100;80560;B492;PU
Vehicle2;670;100;80352;670;100;80354;B567;PU
Vehicle2;670;100;80354;0;100;81026;B567;PL
Vehicle0;600;100;80560;420;100;80742;B492;PL_RELOC
Vehicle1;230;100;80582;230;100;80584;B808;PL_RELOC
Vehicle1;230;100;80584;230;100;80586;B809;PL_RELOC
Vehicle1;230;100;80586;230;100;80588;B681;PL_RELOC
Vehicle1;230;100;80588;230;100;80590;B683;PL_RELOC
Vehicle1;230;100;80590;910;100;81272;B806;PU
Vehicle0;420;100;80742;420;100;80744;B494;PL_RELOC
Vehicle0;420;100;80744;420;100;80746;B495;PL_RELOC
Vehicle0;420;100;80746;420;100;80748;B496;PL_RELOC
Vehicle0;420;100;80748;420;100;80750;B497;PL_RELOC
Vehicle0;420;100;80750;600;100;80932;B491;PU
Vehicle0;600;100;80932;600;100;80934;B490;PU
Vehicle0;600;100;80934;0;100;81536;B490;PL
Vehicle2;0;100;81026;670;100;81698;B566;PU
Vehicle1;910;100;81272;910;100;81274;B805;PU
Vehicle1;910;100;81274;910;100;81276;B804;PU
Vehicle1;910;100;81276;910;100;81278;B803;PU
Vehicle1;910;100;81278;0;100;82190;B803;PL
Vehicle0;0;100;81536;650;100;82188;B549;PU
Vehicle2;670;100;81698;670;100;81700;B565;PU
Vehicle2;670;100;81700;670;100;81702;B564;PU
Vehicle2;670;100;81702;0;100;82374;B564;PL
Vehicle0;650;100;82188;650;100;82190;B548;PU
Vehicle0;650;100;82190;650;100;82192;B547;PU
Vehicle1;0;100;82190;910;100;83102;B802;PU
Vehicle0;650;100;82192;650;100;82194;B546;PU
Vehicle0;650;100;82194;0;100;82846;B546;PL
Vehicle2;0;100;82374;860;100;83236;B759;PU
Vehicle0;0;100;82846;650;100;83498;B545;PU
Vehicle1;910;100;83102;910;100;83104;B801;PU
Vehicle1;910;100;83104;230;100;83786;B801;PL_RELOC
Vehicle2;860;100;83236;860;100;83238;B758;PU
Vehicle2;860;100;83238;240;100;83860;B758;PL_RELOC
Vehicle0;650;100;83498;420;100;83730;B545;PL_RELOC
Vehicle0;420;100;83730;420;100;83732;B547;PL_RELOC
Vehicle0;420;100;83732;420;100;83734;B548;PL_RELOC
Vehicle0;420;100;83734;650;100;83966;B544;PU
Vehicle1;230;100;83786;230;100;83788;B802;PL_RELOC
Vehicle1;230;100;83788;230;100;83790;B804;PL_RELOC
Vehicle1;230;100;83790;230;100;83792;B805;PL_RELOC
Vehicle1;230;100;83792;230;100;83794;B806;PL_RELOC
Vehicle1;230;100;83794;910;100;84476;B800;PU
Vehicle2;240;100;83860;240;100;83862;B759;PL_RELOC
Vehicle2;240;100;83862;240;100;83864;B565;PL_RELOC
Vehicle2;240;100;83864;240;100;83866;B566;PL_RELOC
Vehicle2;240;100;83866;240;100;83868;B568;PL_RELOC
Vehicle2;240;100;83868;860;100;84490;B757;PU
Vehicle0;650;100;83966;650;100;83968;B543;PU
Vehicle0;650;100;83968;650;100;83970;B542;PU
Vehicle0;650;100;83970;1100;100;84422;B542;PL_RELOC
Vehicle0;1100;100;84422;1100;100;84424;B543;PL_RELOC
Vehicle0;1100;100;84424;1100;100;84426;B544;PL_RELOC
Vehicle0;1100;100;84426;1100;100;84428;B549;PL_RELOC
Vehicle0;1100;100;84428;1100;100;84430;B491;PL_RELOC
Vehicle0;1100;100;84430;650;100;84882;B541;PU
Vehicle1;910;100;84476;0;100;85388;B800;PL
Vehicle2;860;100;84490;860;100;84492;B756;PU
Vehicle2;860;100;84492;860;100;84494;B755;PU
Vehicle2;860;100;84494;860;100;84496;B754;PU
Vehicle2;860;100;84496;860;100;84498;B753;PU
Vehicle2;860;100;84498;240;100;85120;B753;PL_RELOC
Vehicle0;650;100;84882;650;100;84884;B540;PU
Vehicle0;650;100;84884;0;100;85536;B540;PL
Vehicle2;240;100;85120;240;100;85122;B754;PL_RELOC
Vehicle2;240;100;85122;240;100;85124;B755;PL_RELOC
Vehicle2;240;100;85124;240;100;85126;B756;PL_RELOC
Vehicle2;240;100;85126;240;100;85128;B757;PL_RELOC
Vehicle2;240;100;85128;860;100;85750;B752;PU
Vehicle1;0;100;85388;990;100;86380;B888;PU
Vehicle0;0;100;85536;770;100;86308;B669;PU
Vehicle2;860;100;85750;0;100;86612;B752;PL
Vehicle0;770;100;86308;770;100;86310;B668;PU
Vehicle0;770;100;86310;770;100;86312;B667;PU
Vehicle0;770;100;86312;770;100;86314;B666;PU
Vehicle0;770;100;86314;1100;100;86646;B666;PL_RELOC
Vehicle1;990;100;86380;990;100;86382;B887;PU
Vehicle1;990;100;86382;990;100;86384;B886;PU
Vehicle1;990;100;86384;0;100;87376;B886;PL
Vehicle2;0;100;86612;860;100;87474;B751;PU
Vehicle0;1100;100;86646;1100;100;86648;B667;PL_RELOC
Vehicle0;1100;100;86648;1100;100;86650;B668;PL_RELOC
Vehicle0;1100;100;86650;1100;100;86652;B669;PL_RELOC
Vehicle0;1100;100;86652;1100;100;86654;B541;PL_RELOC
Vehicle0;1100;100;86654;770;100;86986;B665;PU
Vehicle0;770;100;86986;0;100;87758;B665;PL
Vehicle1;0;100;87376;990;100;88368;B885;PU
Vehicle2;860;100;87474;0;100;88336;B751;PL
Vehicle0;0;100;87758;770;100;88530;B664;PU
Vehicle2;0;100;88336;960;100;89298;B859;PU
Vehicle1;990;100;88368;990;100;88370;B884;PU
Vehicle1;990;100;88370;990;100;88372;B883;PU
Vehicle1;990;100;88372;350;100;89014;B883;PL_RELOC
Vehicle0;770;100;88530;770;100;88532;B663;PU
Vehicle0;770;100;88532;770;100;88534;B662;PU
Vehicle0;770;100;88534;770;100;88536;B661;PU
Vehicle0;770;100;88536;770;100;88538;B660;PU
Vehicle0;770;100;88538;0;100;89310;B660;PL
Vehicle1;350;100;89014;350;100;89016;B884;PL_RELOC
Vehicle1;350;100;89016;350;100;89018;B885;PL_RELOC
Vehicle1;350;100;89018;350;100;89020;B887;PL_RELOC
Vehicle1;350;100;89020;350;100;89022;B888;PL_RELOC
Vehicle1;350;100;89022;990;100;89664;B882;PU
Vehicle2;960;100;89298;960;100;89300;B858;PU
Vehicle2;960;100;89300;960;100;89302;B857;PU
Vehicle2;960;100;89302;0;100;90264;B857;PL
Vehicle0;0;100;89310;900;100;90212;B799;PU
Vehicle1;990;100;89664;990;100;89666;B881;PU
Vehicle1;990;100;89666;0;100;90658;B881;PL
Vehicle0;900;100;90212;1100;100;90414;B799;PL_RELOC
Vehicle2;0;100;90264;960;100;91226;B856;PU
Vehicle0;1100;100;90414;1100;100;90416;B661;PL_RELOC
Vehicle0;1100;100;90416;1100;100;90418;B662;PL_RELOC
Vehicle0;1100;100;90418;1100;100;90420;B663;PL_RELOC
Vehicle0;1100;100;90420;1100;100;90422;B664;PL_RELOC
Vehicle0;1100;100;90422;900;100;90624;B798;PU
Vehicle0;900;100;90624;0;100;91526;B798;PL
Vehicle1;0;100;90658;1040;100;91700;B939;PU
Vehicle2;960;100;91226;960;100;91228;B855;PU
Vehicle2;960;100;91228;0;100;92190;B855;PL
Vehicle0;0;100;91526;900;100;92428;B797;PU
Vehicle1;1040;100;91700;1040;100;91702;B938;PU
Vehicle1;1040;100;91702;1040;100;91704;B937;PU
Vehicle1;1040;100;91704;1040;100;91706;B936;PU
Vehicle1;1040;100;91706;350;100;92398;B936;PL_RELOC
Vehicle2;0;100;92190;1000;100;93192;B899;PU
Vehicle1;350;100;92398;350;100;92400;B937;PL_RELOC
Vehicle1;350;100;92400;350;100;92402;B938;PL_RELOC
Vehicle1;350;100;92402;350;100;92404;B939;PL_RELOC
Vehicle1;350;100;92404;350;100;92406;B882;PL_RELOC
Vehicle1;350;100;92406;1040;100;93098;B935;PU
Vehicle0;900;100;92428;900;100;92430;B796;PU
Vehicle0;900;100;92430;900;100;92432;B795;PU
Vehicle0;900;100;92432;0;100;93334;B795;PL
Vehicle1;1040;100;93098;0;100;94140;B935;PL
Vehicle2;1000;100;93192;1000;100;93194;B898;PU
Vehicle2;1000;100;93194;240;100;93956;B898;PL_RELOC
Vehicle0;0;100;93334;970;100;94306;B869;PU
Vehicle2;240;100;93956;240;100;93958;B899;PL_RELOC
Vehicle2;240;100;93958;240;100;93960;B856;PL_RELOC
Vehicle2;240;100;93960;240;100;93962;B858;PL_RELOC
Vehicle2;240;100;93962;240;100;93964;B859;PL_RELOC
Vehicle2;240;100;93964;1000;100;94726;B897;PU
Vehicle1;0;100;94140;1040;100;95182;B934;PU
Vehicle0;970;100;94306;970;100;94308;B868;PU
Vehicle0;970;100;94308;970;100;94310;B867;PU
Vehicle0;970;100;94310;1100;100;94442;B867;PL_RELOC
Vehicle0;1100;100;94442;1100;100;94444;B868;PL_RELOC
Vehicle0;1100;100;94444;1100;100;94446;B869;PL_RELOC
Vehicle0;1100;100;94446;1100;100;94448;B796;PL_RELOC
Vehicle0;1100;100;94448;970;100;94580;B866;PU
Vehicle0;970;100;94580;970;100;94582;B865;PU
Vehicle0;970;100;94582;970;100;94584;B864;PU
Vehicle0;970;100;94584;970;100;94586;B863;PU
Vehicle0;970;100;94586;0;100;95558;B863;PL
Vehicle2;1000;100;94726;1000;100;94728;B896;PU
Vehicle2;1000;100;94728;1000;100;94730;B895;PU
Vehicle2;1000;100;94730;1000;100;94732;B894;PU
Vehicle2;1000;100;94732;0;100;95734;B894;PL
Vehicle1;1040;100;95182;0;100;96224;B934;PL
Vehicle0;0;100;95558;970;100;96530;B862;PU
Vehicle2;0;100;95734;1000;100;96736;B893;PU
Vehicle1;0;100;96224;1090;100;97316;B989;PU
Vehicle0;970;100;96530;300;100;97202;B862;PL_RELOC
Vehicle2;1000;100;96736;1000;100;96738;B892;PU
Vehicle2;1000;100;96738;240;100;97500;B892;PL_RELOC
Vehicle0;300;100;97202;300;100;97204;B864;PL_RELOC
Vehicle0;300;100;97204;300;100;97206;B865;PL_RELOC
Vehicle0;300;100;97206;300;100;97208;B866;PL_RELOC
Vehicle0;300;100;97208;300;100;97210;B797;PL_RELOC
Vehicle0;300;100;97210;970;100;97882;B861;PU
Vehicle1;1090;100;97316;1090;100;97318;B988;PU
Vehicle1;1090;100;97318;0;100;98410;B988;PL
Vehicle2;240;100;97500;240;100;97502;B893;PL_RELOC
Vehicle2;240;100;97502;240;100;97504;B895;PL_RELOC
Vehicle2;240;100;97504;240;100;97506;B896;PL_RELOC
Vehicle2;240;100;97506;240;100;97508;B897;PL_RELOC
Vehicle2;240;100;97508;1000;100;98270;B891;PU
Vehicle0;970;100;97882;970;100;97884;B860;PU
Vehicle0;970;100;97884;0;100;98856;B860;PL
Vehicle2;1000;100;98270;1000;100;98272;B890;PU
Vehicle2;1000;100;98272;0;100;99274;B890;PL
Vehicle1;0;100;98410;1090;100;99502;B987;PU
Vehicle0;0;100;98856;1010;100;99868;B909;PU
Vehicle2;0;100;99274;1070;100;100346;B969;PU
Vehicle1;1090;100;99502;1090;100;99504;B986;PU
Vehicle1;1090;100;99504;1090;100;99506;B985;PU
Vehicle1;1090;100;99506;1090;100;99508;B984;PU
Vehicle1;1090;100;99508;0;100;100600;B984;PL
Vehicle0;1010;100;99868;1010;100;99870;B908;PU
Vehicle0;1010;100;99870;1010;100;99872;B907;PU
Vehicle0;1010;100;99872;1010;100;99874;B906;PU
Vehicle0;1010;100;99874;0;100;100886;B906;PL
Vehicle2;1070;100;100346;1070;100;100348;B968;PU
Vehicle2;1070;100;100348;1070;100;100350;B967;PU
Vehicle2;1070;100;100350;1070;100;100352;B966;PU
Vehicle2;1070;100;100352;360;100;101064;B966;PL_RELOC
Vehicle1;0;100;100600;310;100;100912;B208;PU
Vehicle0;0;100;100886;1010;100;101898;B905;PU
Vehicle1;310;100;100912;350;100;100954;B208;PL_RELOC
Vehicle1;350;100;100954;350;100;100956;B985;PL_RELOC
Vehicle1;350;100;100956;350;100;100958;B986;PL_RELOC
Vehicle1;350;100;100958;350;100;100960;B987;PL_RELOC
Vehicle1;350;100;100960;350;100;100962;B989;PL_RELOC
Vehicle1;350;100;100962;310;100;101004;B207;PU
Vehicle1;310;100;101004;310;100;101006;B206;PU
Vehicle1;310;100;101006;310;100;101008;B205;PU
Vehicle1;310;100;101008;310;100;101010;B204;PU
Vehicle1;310;100;101010;310;100;101012;B203;PU
Vehicle1;310;100;101012;350;100;101054;B203;PL_RELOC
Vehicle1;350;100;101054;350;100;101056;B204;PL_RELOC
Vehicle1;350;100;101056;350;100;101058;B205;PL_RELOC
Vehicle1;350;100;101058;350;100;101060;B206;PL_RELOC
Vehicle1;350;100;101060;350;100;101062;B207;PL_RELOC
Vehicle1;350;100;101062;310;100;101104;B202;PU
Vehicle2;360;100;101064;360;100;101066;B967;PL_RELOC
Vehicle2;360;100;101066;360;100;101068;B968;PL_RELOC
Vehicle2;360;100;101068;360;100;101070;B969;PL_RELOC
Vehicle2;360;100;101070;360;100;101072;B891;PL_RELOC
Vehicle2;360;100;101072;1070;100;101784;B965;PU
Vehicle1;310;100;101104;310;100;101106;B201;PU
Vehicle1;310;100;101106;0;100;101418;B201;PL
Vehicle1;0;100;101418;490;100;101910;B389;PU
Vehicle2;1070;100;101784;1070;100;101786;B964;PU
Vehicle2;1070;100;101786;1070;100;101788;B963;PU
Vehicle2;1070;100;101788;1070;100;101790;B962;PU
Vehicle2;1070;100;101790;0;100;102862;B962;PL
Vehicle0;1010;100;101898;300;100;102610;B905;PL_RELOC
Vehicle1;490;100;101910;490;100;101912;B388;PU
Vehicle1;490;100;101912;490;100;101914;B387;PU
Vehicle1;490;100;101914;490;100;101916;B386;PU
Vehicle1;490;100;101916;460;100;101948;B386;PL_RELOC
Vehicle1;460;100;101948;460;100;101950;B387;PL_RELOC
Vehicle1;460;100;101950;460;100;101952;B388;PL_RELOC
Vehicle1;460;100;101952;460;100;101954;B389;PL_RELOC
Vehicle1;460;100;101954;460;100;101956;B202;PL_RELOC
Vehicle1;460;100;101956;490;100;101988;B385;PU
Vehicle1;490;100;101988;490;100;101990;B384;PU
Vehicle1;490;100;101990;490;100;101992;B383;PU
Vehicle1;490;100;101992;490;100;101994;B382;PU
Vehicle1;490;100;101994;0;100;102486;B382;PL
Vehicle1;0;100;102486;570;100;103058;B469;PU
Vehicle0;300;100;102610;300;100;102612;B907;PL_RELOC
Vehicle0;300;100;102612;300;100;102614;B908;PL_RELOC
Vehicle0;300;100;102614;300;100;102616;B909;PL_RELOC
Vehicle0;300;100;102616;300;100;102618;B861;PL_RELOC
Vehicle0;300;100;102618;1010;100;103330;B904;PU
Vehicle2;0;100;102862;1070;100;103934;B961;PU
Vehicle1;570;100;103058;570;100;103060;B468;PU
Vehicle1;570;100;103060;460;100;103172;B468;PL_RELOC
Vehicle1;460;100;103172;460;100;103174;B469;PL_RELOC
Vehicle1;460;100;103174;460;100;103176;B383;PL_RELOC
Vehicle1;460;100;103176;460;100;103178;B384;PL_RELOC
Vehicle1;460;100;103178;460;100;103180;B385;PL_RELOC
Vehicle1;460;100;103180;570;100;103292;B467;PU
Vehicle1;570;100;103292;570;100;103294;B466;PU
Vehicle1;570;100;103294;570;100;103296;B465;PU
Vehicle1;570;100;103296;570;100;103298;B464;PU
Vehicle1;570;100;103298;0;100;103870;B464;PL
Vehicle0;1010;100;103330;1010;100;103332;B903;PU
Vehicle0;1010;100;103332;1010;100;103334;B902;PU
Vehicle0;1010;100;103334;1010;100;103336;B901;PU
Vehicle0;1010;100;103336;0;100;104348;B901;PL
Vehicle1;0;100;103870;690;100;104562;B587;PU
Vehicle2;1070;100;103934;1070;100;103936;B960;PU
Vehicle2;1070;100;103936;0;100;105008;B960;PL
Vehicle0;0;100;104348;1080;100;105430;B978;PU
Vehicle1;690;100;104562;690;100;104564;B586;PU
Vehicle1;690;100;104564;460;100;104796;B586;PL_RELOC
Vehicle1;460;100;104796;460;100;104798;B587;PL_RELOC
Vehicle1;460;100;104798;460;100;104800;B465;PL_RELOC
Vehicle1;460;100;104800;460;100;104802;B466;PL_RELOC
Vehicle1;460;100;104802;460;100;104804;B467;PL_RELOC
Vehicle1;460;100;104804;690;100;105036;B585;PU
Vehicle2;0;100;105008;110;100;105120;B9;PU
Vehicle1;690;100;105036;690;100;105038;B584;PU
Vehicle1;690;100;105038;0;100;105730;B584;PL
Vehicle2;110;100;105120;360;100;105372;B9;PL_RELOC
Vehicle2;360;100;105372;360;100;105374;B961;PL_RELOC
Vehicle2;360;100;105374;360;100;105376;B963;PL_RELOC
Vehicle2;360;100;105376;360;100;105378;B964;PL_RELOC
Vehicle2;360;100;105378;360;100;105380;B965;PL_RELOC
Vehicle2;360;100;105380;110;100;105632;B8;PU
Vehicle0;1080;100;105430;1080;100;105432;B977;PU
Vehicle0;1080;100;105432;300;100;106214;B977;PL_RELOC
Vehicle2;110;100;105632;110;100;105634;B7;PU
Vehicle2;110;100;105634;110;100;105636;B6;PU
Vehicle2;110;100;105636;110;100;105638;B5;PU
Vehicle2;110;100;105638;0;100;105750;B5;PL
Vehicle1;0;100;105730;810;100;106542;B709;PU
Vehicle2;0;100;105750;320;100;106072;B219;PU
Vehicle2;320;100;106072;320;100;106074;B218;PU
Vehicle2;320;100;106074;360;100;106116;B218;PL_RELOC
Vehicle2;360;100;106116;360;100;106118;B219;PL_RELOC
Vehicle2;360;100;106118;360;100;106120;B6;PL_RELOC
Vehicle2;360;100;106120;360;100;106122;B7;PL_RELOC
Vehicle2;360;100;106122;360;100;106124;B8;PL_RELOC
Vehicle2;360;100;106124;320;100;106166;B217;PU
Vehicle2;320;100;106166;320;100;106168;B216;PU
Vehicle2;320;100;106168;320;100;106170;B215;PU
Vehicle2;320;100;106170;320;100;106172;B214;PU
Vehicle2;320;100;106172;320;100;106174;B213;PU
Vehicle2;320;100;106174;360;100;106216;B213;PL_RELOC
Vehicle0;300;100;106214;300;100;106216;B978;PL_RELOC
Vehicle0;300;100;106216;300;100;106218;B902;PL_RELOC
Vehicle2;360;100;106216;360;100;106218;B214;PL_RELOC
Vehicle0;300;100;106218;300;100;106220;B903;PL_RELOC
Vehicle2;360;100;106218;360;100;106220;B215;PL_RELOC
Vehicle0;300;100;106220;300;100;106222;B904;PL_RELOC
Vehicle2;360;100;106220;360;100;106222;B216;PL_RELOC
Vehicle0;300;100;106222;1080;100;107004;B976;PU
Vehicle2;360;100;106222;360;100;106224;B217;PL_RELOC
Vehicle2;360;100;106224;320;100;106266;B212;PU
Vehicle2;320;100;106266;320;100;106268;B211;PU
Vehicle2;320;100;106268;0;100;106590;B211;PL
Vehicle1;810;100;106542;810;100;106544;B708;PU
Vehicle1;810;100;106544;810;100;106546;B707;PU
Vehicle1;810;100;106546;810;100;106548;B706;PU
Vehicle1;810;100;106548;460;100;106900;B706;PL_RELOC
Vehicle2;0;100;106590;510;100;107102;B407;PU
Vehicle1;460;100;106900;460;100;106902;B707;PL_RELOC
Vehicle1;460;100;106902;460;100;106904;B708;PL_RELOC
Vehicle1;460;100;106904;810;100;107256;B705;PU
Vehicle0;1080;100;107004;1080;100;107006;B975;PU
Vehicle0;1080;100;107006;1080;100;107008;B974;PU
Vehicle0;1080;100;107008;1080;100;107010;B973;PU
Vehicle0;1080;100;107010;1080;100;107012;B972;PU
Vehicle0;1080;100;107012;0;100;108094;B972;PL
Vehicle2;510;100;107102;510;100;107104;B406;PU
Vehicle2;510;100;107104;510;100;107106;B405;PU
Vehicle2;510;100;107106;510;100;107108;B404;PU
