%vehicle;startx;starty;starttime;endx;endy;endtime;box;operation
Vehicle2;510;100;107108;530;100;107130;B404;PL_RELOC
Vehicle2;530;100;107130;530;100;107132;B405;PL_RELOC
Vehicle2;530;100;107132;530;100;107134;B406;PL_RELOC
Vehicle2;530;100;107134;530;100;107136;B407;PL_RELOC
Vehicle2;530;100;107136;530;100;107138;B212;PL_RELOC
Vehicle2;530;100;107138;510;100;107160;B403;PU
Vehicle2;510;100;107160;0;100;107672;B403;PL
Vehicle1;810;100;107256;810;100;107258;B704;PU
Vehicle1;810;100;107258;810;100;107260;B703;PU
Vehicle1;810;100;107260;640;100;107432;B703;PL_RELOC
Vehicle1;640;100;107432;640;100;107434;B704;PL_RELOC
Vehicle1;640;100;107434;640;100;107436;B705;PL_RELOC
Vehicle1;640;100;107436;640;100;107438;B709;PL_RELOC
Vehicle1;640;100;107438;640;100;107440;B585;PL_RELOC
Vehicle1;640;100;107440;810;100;107612;B702;PU
Vehicle1;810;100;107612;0;100;108424;B702;PL
Vehicle2;0;100;107672;580;100;108254;B479;PU
Vehicle0;0;100;108094;1080;100;109176;B971;PU
Vehicle2;580;100;108254;580;100;108256;B478;PU
Vehicle2;580;100;108256;580;100;108258;B477;PU
Vehicle2;580;100;108258;580;100;108260;B476;PU
Vehicle2;580;100;108260;580;100;108262;B475;PU
Vehicle2;580;100;108262;530;100;108314;B475;PL_RELOC
Vehicle2;530;100;108314;530;100;108316;B476;PL_RELOC
Vehicle2;530;100;108316;530;100;108318;B477;PL_RELOC
Vehicle2;530;100;108318;530;100;108320;B478;PL_RELOC
Vehicle2;530;100;108320;530;100;108322;B479;PL_RELOC
Vehicle2;530;100;108322;580;100;108374;B474;PU
Vehicle2;580;100;108374;580;100;108376;B473;PU
Vehicle2;580;100;108376;580;100;108378;B472;PU
Vehicle2;580;100;108378;580;100;108380;B471;PU
Vehicle2;580;100;108380;580;100;108382;B470;PU
Vehicle2;580;100;108382;0;100;108964;B470;PL
Vehicle1;0;100;108424;880;100;109306;B779;PU
Vehicle2;0;100;108964;720;100;109686;B618;PU
Vehicle0;1080;100;109176;300;100;109958;B971;PL_RELOC
Vehicle1;880;100;109306;880;100;109308;B778;PU
Vehicle1;880;100;109308;880;100;109310;B777;PU
Vehicle1;880;100;109310;0;100;110192;B777;PL
Vehicle2;720;100;109686;530;100;109878;B618;PL_RELOC
Vehicle2;530;100;109878;530;100;109880;B471;PL_RELOC
Vehicle2;530;100;109880;530;100;109882;B472;PL_RELOC
Vehicle2;530;100;109882;530;100;109884;B473;PL_RELOC
Vehicle2;530;100;109884;530;100;109886;B474;PL_RELOC
Vehicle2;530;100;109886;720;100;110078;B617;PU
Vehicle0;300;100;109958;300;100;109960;B973;PL_RELOC
Vehicle0;300;100;109960;300;100;109962;B974;PL_RELOC
Vehicle0;300;100;109962;300;100;109964;B975;PL_RELOC
Vehicle0;300;100;109964;300;100;109966;B976;PL_RELOC
Vehicle0;300;100;109966;1080;100;110748;B970;PU
Vehicle2;720;100;110078;720;100;110080;B616;PU
Vehicle2;720;100;110080;720;100;110082;B615;PU
Vehicle2;720;100;110082;720;100;110084;B614;PU
Vehicle2;720;100;110084;720;100;110086;B613;PU
Vehicle2;720;100;110086;530;100;110278;B613;PL_RELOC
Vehicle1;0;100;110192;950;100;111144;B849;PU
Vehicle2;530;100;110278;530;100;110280;B614;PL_RELOC
Vehicle2;530;100;110280;530;100;110282;B615;PL_RELOC
Vehicle2;530;100;110282;720;100;110474;B612;PU
Vehicle2;720;100;110474;0;100;111196;B612;PL
Vehicle0;1080;100;110748;0;100;111830;B970;PL
Vehicle1;950;100;111144;950;100;111146;B848;PU
Vehicle1;950;100;111146;950;100;111148;B847;PU
Vehicle1;950;100;111148;640;100;111460;B847;PL_RELOC
Vehicle2;0;100;111196;870;100;112068;B769;PU
Vehicle1;640;100;111460;640;100;111462;B848;PL_RELOC
Vehicle1;640;100;111462;640;100;111464;B849;PL_RELOC
Vehicle1;640;100;111464;640;100;111466;B778;PL_RELOC
Vehicle1;640;100;111466;640;100;111468;B779;PL_RELOC
Vehicle1;640;100;111468;950;100;111780;B846;PU
Vehicle1;950;100;111780;950;100;111782;B845;PU
Vehicle1;950;100;111782;950;100;111784;B844;PU
Vehicle1;950;100;111784;950;100;111786;B843;PU
Vehicle1;950;100;111786;950;100;111788;B842;PU
Vehicle1;950;100;111788;640;100;112100;B842;PL_RELOC
Vehicle0;0;100;111830;270;100;112102;B169;PU
Vehicle2;870;100;112068;870;100;112070;B768;PU
Vehicle2;870;100;112070;870;100;112072;B767;PU
Vehicle2;870;100;112072;700;100;112244;B767;PL_RELOC
Vehicle1;640;100;112100;640;100;112102;B843;PL_RELOC
Vehicle0;270;100;112102;270;100;112104;B168;PU
Vehicle1;640;100;112102;640;100;112104;B844;PL_RELOC
Vehicle0;270;100;112104;270;100;112106;B167;PU
Vehicle1;640;100;112104;640;100;112106;B845;PL_RELOC
Vehicle0;270;100;112106;270;100;112108;B166;PU
Vehicle1;640;100;112106;640;100;112108;B846;PL_RELOC
Vehicle0;270;100;112108;270;100;112110;B165;PU
Vehicle1;640;100;112108;950;100;112420;B841;PU
Vehicle0;270;100;112110;410;100;112252;B165;PL_RELOC
Vehicle2;700;100;112244;700;100;112246;B768;PL_RELOC
Vehicle2;700;100;112246;700;100;112248;B769;PL_RELOC
Vehicle2;700;100;112248;700;100;112250;B616;PL_RELOC
Vehicle2;700;100;112250;700;100;112252;B617;PL_RELOC
Vehicle0;410;100;112252;410;100;112254;B166;PL_RELOC
Vehicle2;700;100;112252;870;100;112424;B766;PU
Vehicle0;410;100;112254;410;100;112256;B167;PL_RELOC
Vehicle0;410;100;112256;410;100;112258;B168;PL_RELOC
Vehicle0;410;100;112258;410;100;112260;B169;PL_RELOC
Vehicle0;410;100;112260;270;100;112402;B164;PU
Vehicle0;270;100;112402;270;100;112404;B163;PU
Vehicle0;270;100;112404;270;100;112406;B162;PU
Vehicle0;270;100;112406;270;100;112408;B161;PU
Vehicle0;270;100;112408;270;100;112410;B160;PU
Vehicle0;270;100;112410;0;100;112682;B160;PL
Vehicle1;950;100;112420;0;100;113372;B841;PL
Vehicle2;870;100;112424;870;100;112426;B765;PU
Vehicle2;870;100;112426;870;100;112428;B764;PU
Vehicle2;870;100;112428;870;100;112430;B763;PU
Vehicle2;870;100;112430;870;100;112432;B762;PU
Vehicle2;870;100;112432;700;100;112604;B762;PL_RELOC
Vehicle2;700;100;112604;700;100;112606;B763;PL_RELOC
Vehicle2;700;100;112606;700;100;112608;B764;PL_RELOC
Vehicle2;700;100;112608;700;100;112610;B765;PL_RELOC
Vehicle2;700;100;112610;700;100;112612;B766;PL_RELOC
Vehicle2;700;100;112612;870;100;112784;B761;PU
Vehicle0;0;100;112682;480;100;113164;B379;PU
Vehicle2;870;100;112784;870;100;112786;B760;PU
Vehicle2;870;100;112786;0;100;113658;B760;PL
Vehicle0;480;100;113164;410;100;113236;B379;PL_RELOC
Vehicle0;410;100;113236;410;100;113238;B161;PL_RELOC
Vehicle0;410;100;113238;410;100;113240;B162;PL_RELOC
Vehicle0;410;100;113240;410;100;113242;B163;PL_RELOC
Vehicle0;410;100;113242;410;100;113244;B164;PL_RELOC
Vehicle0;410;100;113244;480;100;113316;B378;PU
Vehicle0;480;100;113316;480;100;113318;B377;PU
Vehicle0;480;100;113318;480;100;113320;B376;PU
Vehicle0;480;100;113320;480;100;113322;B375;PU
Vehicle0;480;100;113322;480;100;113324;B374;PU
Vehicle0;480;100;113324;410;100;113396;B374;PL_RELOC
Vehicle1;0;100;113372;1050;100;114424;B949;PU
Vehicle0;410;100;113396;410;100;113398;B375;PL_RELOC
Vehicle0;410;100;113398;410;100;113400;B376;PL_RELOC
Vehicle0;410;100;113400;410;100;113402;B377;PL_RELOC
Vehicle0;410;100;113402;410;100;113404;B378;PL_RELOC
Vehicle0;410;100;113404;480;100;113476;B373;PU
Vehicle0;480;100;113476;0;100;113958;B373;PL
Vehicle2;0;100;113658;920;100;114580;B819;PU
Vehicle0;0;100;113958;550;100;114510;B449;PU
Vehicle1;1050;100;114424;1050;100;114426;B948;PU
Vehicle1;1050;100;114426;1050;100;114428;B947;PU
Vehicle1;1050;100;114428;0;100;115480;B947;PL
Vehicle0;550;100;114510;550;100;114512;B448;PU
Vehicle0;550;100;114512;550;100;114514;B447;PU
Vehicle0;550;100;114514;0;100;115066;B447;PL
Vehicle2;920;100;114580;920;100;114582;B818;PU
Vehicle2;920;100;114582;0;100;115504;B818;PL
Vehicle0;0;100;115066;680;100;115748;B579;PU
Vehicle2;0;100;115504;980;100;116486;B879;PU
Vehicle0;680;100;115748;680;100;115750;B578;PU
Vehicle0;680;100;115750;680;100;115752;B577;PU
Vehicle0;680;100;115752;410;100;116024;B577;PL_RELOC
Vehicle0;410;100;116024;410;100;116026;B578;PL_RELOC
Vehicle0;410;100;116026;410;100;116028;B579;PL_RELOC
Vehicle0;410;100;116028;410;100;116030;B448;PL_RELOC
Vehicle0;410;100;116030;680;100;116302;B576;PU
Vehicle0;680;100;116302;680;100;116304;B575;PU
Vehicle0;680;100;116304;680;100;116306;B574;PU
Vehicle0;680;100;116306;680;100;116308;B573;PU
Vehicle0;680;100;116308;630;100;116360;B573;PL_RELOC
Vehicle0;630;100;116360;630;100;116362;B574;PL_RELOC
Vehicle0;630;100;116362;630;100;116364;B575;PL_RELOC
Vehicle0;630;100;116364;630;100;116366;B576;PL_RELOC
Vehicle0;630;100;116366;630;100;116368;B449;PL_RELOC
Vehicle0;630;100;116368;680;100;116420;B572;PU
Vehicle0;680;100;116420;680;100;116422;B571;PU
Vehicle0;680;100;116422;680;100;116424;B570;PU
Vehicle0;680;100;116424;0;100;117106;B570;PL
Vehicle2;980;100;116486;980;100;116488;B878;PU
Vehicle2;980;100;116488;980;100;116490;B877;PU
Vehicle2;980;100;116490;700;100;116772;B877;PL_RELOC
Vehicle2;700;100;116772;700;100;116774;B878;PL_RELOC
Vehicle2;700;100;116774;700;100;116776;B879;PL_RELOC
Vehicle2;700;100;116776;700;100;116778;B819;PL_RELOC
Vehicle2;700;100;116778;700;100;116780;B761;PL_RELOC
Vehicle2;700;100;116780;980;100;117062;B876;PU
Vehicle2;980;100;117062;980;100;117064;B875;PU
Vehicle2;980;100;117064;0;100;118046;B875;PL
Vehicle0;0;100;117106;740;100;117848;B639;PU
Vehicle0;740;100;117848;740;100;117850;B638;PU
Vehicle0;740;100;117850;740;100;117852;B637;PU
Vehicle0;740;100;117852;0;100;118594;B637;PL
Vehicle1;0;100;117852;1100;100;118954;B796;PU
Vehicle2;0;100;118046;0;100;118048;B1043;PU
Vehicle2;0;100;118048;0;100;118050;B1046;PU
Vehicle2;0;100;118050;0;100;118052;B1058;PU
Vehicle2;0;100;118052;0;100;118054;B1104;PU
Vehicle2;0;100;118054;480;100;118536;B1104;PL
Vehicle2;480;100;118536;480;100;118538;B1043;PL
Vehicle2;480;100;118538;480;100;118540;B1046;PL
Vehicle2;480;100;118540;480;100;118542;B1058;PL
Vehicle2;480;100;118542;480;100;118544;B876;PL_RELOC
Vehicle2;480;100;118544;0;100;119026;B1116;PU
Vehicle0;0;100;118594;0;100;118596;B1074;PU
Vehicle0;0;100;118596;180;100;118778;B1074;PL
Vehicle0;180;100;118778;180;100;118780;B638;PL_RELOC
Vehicle0;180;100;118780;180;100;118782;B639;PL_RELOC
Vehicle0;180;100;118782;180;100;118784;B571;PL_RELOC
Vehicle0;180;100;118784;180;100;118786;B572;PL_RELOC
Vehicle0;180;100;118786;0;100;118968;B1113;PU
Vehicle1;1100;100;118954;1040;100;119016;B796;PL
Vehicle0;0;100;118968;0;100;118970;B1117;PU
Vehicle0;0;100;118970;0;100;118972;B1152;PU
Vehicle0;0;100;118972;0;100;118974;B1187;PU
Vehicle0;0;100;118974;0;100;118976;B1216;PU
Vehicle0;0;100;118976;180;100;119158;B1216;PL
Vehicle1;1040;100;119016;1040;100;119018;B948;PL_RELOC
Vehicle1;1040;100;119018;1040;100;119020;B949;PL_RELOC
Vehicle1;1040;100;119020;1100;100;119082;B869;PU
Vehicle2;0;100;119026;480;100;119508;B1116;PL
Vehicle1;1100;100;119082;710;100;119474;B869;PL
Vehicle0;180;100;119158;180;100;119160;B1113;PL
Vehicle0;180;100;119160;180;100;119162;B1117;PL
Vehicle0;180;100;119162;180;100;119164;B1152;PL
Vehicle0;180;100;119164;180;100;119166;B1187;PL
Vehicle0;180;100;119166;0;100;119348;B1030;PU
Vehicle0;0;100;119348;0;100;119350;B1067;PU
Vehicle0;0;100;119350;0;100;119352;B1118;PU
Vehicle0;0;100;119352;0;100;119354;B1184;PU
Vehicle0;0;100;119354;0;100;119356;B1197;PU
Vehicle0;0;100;119356;690;100;120048;B1197;PL
Vehicle1;710;100;119474;1100;100;119866;B868;PU
Vehicle2;480;100;119508;0;100;119990;B1001;PU
Vehicle1;1100;100;119866;160;100;120808;B868;PL
Vehicle2;0;100;119990;0;100;119992;B1019;PU
Vehicle2;0;100;119992;0;100;119994;B1076;PU
Vehicle2;0;100;119994;0;100;119996;B1156;PU
Vehicle2;0;100;119996;0;100;119998;B1207;PU
Vehicle2;0;100;119998;790;100;120790;B1207;PL
Vehicle0;690;100;120048;690;100;120050;B1030;PL
Vehicle0;690;100;120050;690;100;120052;B1067;PL
Vehicle0;690;100;120052;690;100;120054;B1118;PL
Vehicle0;690;100;120054;690;100;120056;B1184;PL
Vehicle0;690;100;120056;0;100;120748;B1125;PU
Vehicle0;0;100;120748;0;100;120750;B1142;PU
Vehicle0;0;100;120750;0;100;120752;B1196;PU
Vehicle0;0;100;120752;0;100;120754;B1239;PU
Vehicle0;0;100;120754;0;100;120756;B1247;PU
Vehicle0;0;100;120756;870;100;121628;B1247;PL
Vehicle2;790;100;120790;790;100;120792;B1001;PL
Vehicle2;790;100;120792;790;100;120794;B1019;PL
Vehicle2;790;100;120794;790;100;120796;B1076;PL
Vehicle2;790;100;120796;790;100;120798;B1156;PL
Vehicle2;790;100;120798;350;100;121240;B207;PU
Vehicle1;160;100;120808;1100;100;121750;B867;PU
Vehicle2;350;100;121240;480;100;121372;B207;PL
Vehicle2;480;100;121372;350;100;121504;B206;PU
Vehicle2;350;100;121504;790;100;121946;B206;PL
Vehicle0;870;100;121628;870;100;121630;B1125;PL
Vehicle0;870;100;121630;870;100;121632;B1142;PL
Vehicle0;870;100;121632;870;100;121634;B1196;PL
Vehicle0;870;100;121634;870;100;121636;B1239;PL
Vehicle0;870;100;121636;0;100;122508;B1121;PU
Vehicle1;1100;100;121750;710;100;122142;B867;PL
Vehicle2;790;100;121946;350;100;122388;B205;PU
Vehicle1;710;100;122142;1100;100;122534;B664;PU
Vehicle2;350;100;122388;480;100;122520;B205;PL
Vehicle0;0;100;122508;0;100;122510;B1131;PU
Vehicle0;0;100;122510;0;100;122512;B1161;PU
Vehicle0;0;100;122512;0;100;122514;B1209;PU
Vehicle0;0;100;122514;390;100;122906;B1209;PL
Vehicle2;480;100;122520;350;100;122652;B204;PU
Vehicle1;1100;100;122534;160;100;123476;B664;PL
Vehicle2;350;100;122652;790;100;123094;B204;PL
Vehicle0;390;100;122906;390;100;122908;B1121;PL
Vehicle0;390;100;122908;390;100;122910;B1131;PL
Vehicle0;390;100;122910;390;100;122912;B1161;PL
Vehicle0;390;100;122912;0;100;123304;B1008;PU
Vehicle2;790;100;123094;0;100;123886;B1129;PU
Vehicle0;0;100;123304;0;100;123306;B1140;PU
Vehicle0;0;100;123306;0;100;123308;B1201;PU
Vehicle0;0;100;123308;0;100;123310;B1215;PU
Vehicle0;0;100;123310;500;100;123812;B1215;PL
Vehicle1;160;100;123476;1100;100;124418;B663;PU
Vehicle0;500;100;123812;500;100;123814;B1008;PL
Vehicle0;500;100;123814;500;100;123816;B1140;PL
Vehicle0;500;100;123816;500;100;123818;B1201;PL
Vehicle0;500;100;123818;0;100;124320;B1021;PU
Vehicle2;0;100;123886;0;100;123888;B1182;PU
Vehicle2;0;100;123888;0;100;123890;B1221;PU
Vehicle2;0;100;123890;0;100;123892;B1227;PU
Vehicle2;0;100;123892;350;100;124244;B1227;PL
Vehicle2;350;100;124244;350;100;124246;B1129;PL
Vehicle2;350;100;124246;350;100;124248;B1182;PL
Vehicle2;350;100;124248;350;100;124250;B1221;PL
Vehicle2;350;100;124250;460;100;124362;B708;PU
Vehicle0;0;100;124320;0;100;124322;B1085;PU
Vehicle0;0;100;124322;0;100;124324;B1198;PU
Vehicle0;0;100;124324;0;100;124326;B1236;PU
Vehicle0;0;100;124326;640;100;124968;B1236;PL
Vehicle2;460;100;124362;480;100;124384;B708;PL
Vehicle2;480;100;124384;460;100;124406;B707;PU
Vehicle2;460;100;124406;790;100;124738;B707;PL
Vehicle1;1100;100;124418;710;100;124810;B663;PL
Vehicle2;790;100;124738;460;100;125070;B706;PU
Vehicle1;710;100;124810;0;100;125522;B1077;PU
Vehicle0;640;100;124968;640;100;124970;B1021;PL
Vehicle0;640;100;124970;640;100;124972;B1085;PL
Vehicle0;640;100;124972;640;100;124974;B1198;PL
Vehicle0;640;100;124974;0;100;125616;B1048;PU
Vehicle2;460;100;125070;480;100;125092;B706;PL
Vehicle2;480;100;125092;460;100;125114;B467;PU
Vehicle2;460;100;125114;790;100;125446;B467;PL
Vehicle2;790;100;125446;0;100;126238;B1060;PU
Vehicle1;0;100;125522;0;100;125524;B1092;PU
Vehicle1;0;100;125524;0;100;125526;B1109;PU
Vehicle1;0;100;125526;0;100;125528;B1148;PU
Vehicle1;0;100;125528;0;100;125530;B1210;PU
Vehicle1;0;100;125530;1100;100;126632;B1210;PL
Vehicle0;0;100;125616;0;100;125618;B1103;PU
Vehicle0;0;100;125618;0;100;125620;B1135;PU
Vehicle0;0;100;125620;0;100;125622;B1245;PU
Vehicle0;0;100;125622;880;100;126504;B1245;PL
Vehicle2;0;100;126238;0;100;126240;B1061;PU
Vehicle2;0;100;126240;0;100;126242;B1137;PU
Vehicle2;0;100;126242;0;100;126244;B1162;PU
Vehicle2;0;100;126244;460;100;126706;B1162;PL
Vehicle0;880;100;126504;880;100;126506;B1048;PL
Vehicle0;880;100;126506;880;100;126508;B1103;PL
Vehicle0;880;100;126508;880;100;126510;B1135;PL
Vehicle0;880;100;126510;0;100;127392;B1028;PU
Vehicle1;1100;100;126632;1100;100;126634;B1077;PL
Vehicle1;1100;100;126634;1100;100;126636;B1092;PL
Vehicle1;1100;100;126636;1100;100;126638;B1109;PL
Vehicle1;1100;100;126638;1100;100;126640;B1148;PL
Vehicle1;1100;100;126640;0;100;127742;B1234;PU
Vehicle2;460;100;126706;460;100;126708;B1060;PL
Vehicle2;460;100;126708;460;100;126710;B1061;PL
Vehicle2;460;100;126710;460;100;126712;B1137;PL
Vehicle2;460;100;126712;0;100;127174;B1068;PU
Vehicle2;0;100;127174;0;100;127176;B1170;PU
Vehicle2;0;100;127176;0;100;127178;B1220;PU
Vehicle2;0;100;127178;0;100;127180;B1243;PU
Vehicle2;0;100;127180;590;100;127772;B1243;PL
Vehicle0;0;100;127392;0;100;127394;B1106;PU
Vehicle0;0;100;127394;0;100;127396;B1149;PU
Vehicle0;0;100;127396;110;100;127508;B1149;PL
Vehicle0;110;100;127508;110;100;127510;B1028;PL
Vehicle0;110;100;127510;110;100;127512;B1106;PL
Vehicle0;110;100;127512;230;100;127634;B806;PU
Vehicle0;230;100;127634;690;100;128096;B806;PL
Vehicle1;0;100;127742;1100;100;128844;B1234;PL
Vehicle2;590;100;127772;590;100;127774;B1068;PL
Vehicle2;590;100;127774;590;100;127776;B1170;PL
Vehicle2;590;100;127776;590;100;127778;B1220;PL
Vehicle2;590;100;127778;780;100;127970;B227;PU
Vehicle2;780;100;127970;480;100;128272;B227;PL
Vehicle0;690;100;128096;230;100;128558;B805;PU
Vehicle2;480;100;128272;780;100;128574;B225;PU
Vehicle0;230;100;128558;870;100;129200;B805;PL
Vehicle2;780;100;128574;790;100;128586;B225;PL
Vehicle2;790;100;128586;780;100;128598;B223;PU
Vehicle2;780;100;128598;480;100;128900;B223;PL
Vehicle1;1100;100;128844;0;100;129946;B1051;PU
Vehicle2;480;100;128900;780;100;129202;B629;PU
Vehicle0;870;100;129200;230;100;129842;B804;PU
Vehicle2;780;100;129202;790;100;129214;B629;PL
Vehicle2;790;100;129214;0;100;130006;B1164;PU
Vehicle0;230;100;129842;690;100;130304;B804;PL
Vehicle1;0;100;129946;0;100;129948;B1105;PU
Vehicle1;0;100;129948;0;100;129950;B1133;PU
Vehicle1;0;100;129950;0;100;129952;B1144;PU
Vehicle1;0;100;129952;0;100;129954;B1194;PU
Vehicle1;0;100;129954;710;100;130666;B1194;PL
Vehicle2;0;100;130006;0;100;130008;B1167;PU
Vehicle2;0;100;130008;0;100;130010;B1189;PU
Vehicle2;0;100;130010;0;100;130012;B1244;PU
Vehicle2;0;100;130012;780;100;130794;B1244;PL
Vehicle0;690;100;130304;0;100;130996;B1126;PU
Vehicle1;710;100;130666;710;100;130668;B1051;PL
Vehicle1;710;100;130668;710;100;130670;B1105;PL
Vehicle1;710;100;130670;710;100;130672;B1133;PL
Vehicle1;710;100;130672;710;100;130674;B1144;PL
Vehicle1;710;100;130674;0;100;131386;B1045;PU
Vehicle2;780;100;130794;780;100;130796;B1164;PL
Vehicle2;780;100;130796;780;100;130798;B1167;PL
Vehicle2;780;100;130798;780;100;130800;B1189;PL
Vehicle2;780;100;130800;0;100;131582;B1020;PU
Vehicle0;0;100;130996;0;100;130998;B1143;PU
Vehicle0;0;100;130998;0;100;131000;B1151;PU
Vehicle0;0;100;131000;230;100;131232;B1151;PL
Vehicle0;230;100;131232;230;100;131234;B1126;PL
Vehicle0;230;100;131234;230;100;131236;B1143;PL
Vehicle0;230;100;131236;0;100;131468;B1003;PU
Vehicle1;0;100;131386;0;100;131388;B1071;PU
Vehicle1;0;100;131388;0;100;131390;B1101;PU
Vehicle1;0;100;131390;0;100;131392;B1114;PU
Vehicle1;0;100;131392;160;100;131554;B1114;PL
Vehicle0;0;100;131468;0;100;131470;B1173;PU
Vehicle0;0;100;131470;0;100;131472;B1225;PU
Vehicle0;0;100;131472;340;100;131814;B1225;PL
Vehicle1;160;100;131554;160;100;131556;B1045;PL
Vehicle1;160;100;131556;160;100;131558;B1071;PL
Vehicle1;160;100;131558;160;100;131560;B1101;PL
Vehicle1;160;100;131560;420;100;131822;B548;PU
Vehicle2;0;100;131582;0;100;131584;B1090;PU
Vehicle2;0;100;131584;0;100;131586;B1096;PU
Vehicle2;0;100;131586;0;100;131588;B1248;PU
Vehicle2;0;100;131588;1040;100;132630;B1248;PL
Vehicle0;340;100;131814;340;100;131816;B1003;PL
Vehicle0;340;100;131816;340;100;131818;B1173;PL
Vehicle0;340;100;131818;0;100;132160;B1056;PU
Vehicle1;420;100;131822;710;100;132114;B548;PL
Vehicle1;710;100;132114;420;100;132406;B547;PU
Vehicle0;0;100;132160;0;100;132162;B1112;PU
Vehicle0;0;100;132162;0;100;132164;B1181;PU
Vehicle0;0;100;132164;660;100;132826;B1181;PL
Vehicle1;420;100;132406;160;100;132668;B547;PL
Vehicle2;1040;100;132630;1040;100;132632;B1020;PL
Vehicle2;1040;100;132632;1040;100;132634;B1090;PL
Vehicle2;1040;100;132634;1040;100;132636;B1096;PL
Vehicle2;1040;100;132636;0;100;133678;B1016;PU
Vehicle1;160;100;132668;420;100;132930;B545;PU
Vehicle0;660;100;132826;660;100;132828;B1056;PL
Vehicle0;660;100;132828;660;100;132830;B1112;PL
Vehicle0;660;100;132830;0;100;133492;B1057;PU
Vehicle1;420;100;132930;710;100;133222;B545;PL
Vehicle1;710;100;133222;420;100;133514;B497;PU
Vehicle0;0;100;133492;0;100;133494;B1120;PU
Vehicle0;0;100;133494;0;100;133496;B1204;PU
Vehicle0;0;100;133496;760;100;134258;B1204;PL
Vehicle1;420;100;133514;160;100;133776;B497;PL
Vehicle2;0;100;133678;0;100;133680;B1214;PU
Vehicle2;0;100;133680;0;100;133682;B1246;PU
Vehicle2;0;100;133682;200;100;133884;B1246;PL
Vehicle1;160;100;133776;0;100;133938;B1024;PU
Vehicle2;200;100;133884;200;100;133886;B1016;PL
Vehicle2;200;100;133886;200;100;133888;B1214;PL
Vehicle2;200;100;133888;0;100;134090;B1004;PU
Vehicle1;0;100;133938;0;100;133940;B1134;PU
Vehicle1;0;100;133940;0;100;133942;B1172;PU
Vehicle1;0;100;133942;0;100;133944;B1180;PU
Vehicle1;0;100;133944;420;100;134366;B1180;PL
Vehicle2;0;100;134090;0;100;134092;B1031;PU
Vehicle2;0;100;134092;0;100;134094;B1199;PU
Vehicle2;0;100;134094;320;100;134416;B1199;PL
Vehicle0;760;100;134258;760;100;134260;B1057;PL
Vehicle0;760;100;134260;760;100;134262;B1120;PL
Vehicle0;760;100;134262;0;100;135024;B1138;PU
Vehicle1;420;100;134366;420;100;134368;B1024;PL
Vehicle1;420;100;134368;420;100;134370;B1134;PL
Vehicle1;420;100;134370;420;100;134372;B1172;PL
Vehicle1;420;100;134372;0;100;134794;B1005;PU
Vehicle2;320;100;134416;320;100;134418;B1004;PL
Vehicle2;320;100;134418;320;100;134420;B1031;PL
Vehicle2;320;100;134420;0;100;134742;B1025;PU
Vehicle2;0;100;134742;0;100;134744;B1146;PU
Vehicle2;0;100;134744;0;100;134746;B1163;PU
Vehicle2;0;100;134746;570;100;135318;B1163;PL
Vehicle1;0;100;134794;0;100;134796;B1094;PU
Vehicle1;0;100;134796;0;100;134798;B1128;PU
Vehicle1;0;100;134798;0;100;134800;B1190;PU
Vehicle1;0;100;134800;540;100;135342;B1190;PL
Vehicle0;0;100;135024;0;100;135026;B1175;PU
Vehicle0;0;100;135026;0;100;135028;B1212;PU
Vehicle0;0;100;135028;830;100;135860;B1212;PL
Vehicle2;570;100;135318;570;100;135320;B1025;PL
Vehicle2;570;100;135320;570;100;135322;B1146;PL
Vehicle2;570;100;135322;750;100;135504;B173;PU
Vehicle1;540;100;135342;540;100;135344;B1005;PL
Vehicle1;540;100;135344;540;100;135346;B1094;PL
Vehicle1;540;100;135346;540;100;135348;B1128;PL
Vehicle1;540;100;135348;0;100;135890;B1026;PU
Vehicle2;750;100;135504;480;100;135776;B173;PL
Vehicle2;480;100;135776;750;100;136048;B172;PU
Vehicle0;830;100;135860;830;100;135862;B1138;PL
Vehicle0;830;100;135862;830;100;135864;B1175;PL
Vehicle0;830;100;135864;0;100;136696;B1014;PU
Vehicle1;0;100;135890;0;100;135892;B1079;PU
Vehicle1;0;100;135892;0;100;135894;B1100;PU
Vehicle1;0;100;135894;0;100;135896;B1219;PU
Vehicle1;0;100;135896;740;100;136638;B1219;PL
Vehicle2;750;100;136048;790;100;136090;B172;PL
Vehicle2;790;100;136090;750;100;136132;B319;PU
Vehicle2;750;100;136132;480;100;136404;B319;PL
Vehicle2;480;100;136404;0;100;136886;B1000;PU
Vehicle1;740;100;136638;740;100;136640;B1026;PL
Vehicle1;740;100;136640;740;100;136642;B1079;PL
Vehicle1;740;100;136642;740;100;136644;B1100;PL
Vehicle1;740;100;136644;0;100;137386;B1010;PU
Vehicle0;0;100;136696;0;100;136698;B1072;PU
Vehicle0;0;100;136698;0;100;136700;B1108;PU
Vehicle0;0;100;136700;910;100;137612;B1108;PL
Vehicle2;0;100;136886;0;100;136888;B1157;PU
Vehicle2;0;100;136888;0;100;136890;B1211;PU
Vehicle2;0;100;136890;750;100;137642;B1211;PL
Vehicle1;0;100;137386;0;100;137388;B1111;PU
Vehicle1;0;100;137388;0;100;137390;B1188;PU
Vehicle1;0;100;137390;0;100;137392;B1238;PU
Vehicle1;0;100;137392;920;100;138314;B1238;PL
Vehicle0;910;100;137612;910;100;137614;B1014;PL
